building_collapse,crash,earthquake,explosion,flood,haze,meteor,shoot,typhoon,wildfire
"('muertos', 4.732695790598577)","('para', 17.294784499623262)","('mexico', 17.007146106524452)","('many', 10.157461119388218)","('che', 20.659338862595895)","('bad', 4.441756896168253)","('world', 4.402015309279944)","('watch', 4.555188612990921)","('time', 8.039389948276659)","('timas', 13.140781824486734)"
"('cheap', 4.68747969785545)","('cause', 17.224531773326596)","('salvador', 16.98596733202781)","('wow', 9.931032955921689)","('good', 20.32722747365764)","('seed', 4.414283716432678)","('catch', 4.38375009022591)","('world', 4.526357595315555)","('call', 8.003741656068744)","('die', 13.114593382710948)"
"('injure', 4.61447001568476)","('photos', 17.171058231302503)","('temblorgt', 16.71040600432103)","('obama', 9.785542884150743)","('cross', 20.310403228495005)","('hail', 4.326084426711322)","('youtube', 4.377311951130673)","('terrorist', 4.522901027066564)","('wind', 7.947630926910956)","('flagstafffire', 12.946261354693487)"
"('time', 4.586805334221427)","('fort', 17.12820353787869)","('please', 16.278178686849063)","('fotos', 9.47276989695325)","('alert', 20.21368788664479)","('let', 4.324137012900762)","('fireball', 4.350554091309762)","('anthony', 4.510652432897855)","('class', 7.918872712764504)","('officials', 12.82862114617283)"
"('orang', 4.580009991312586)","('families', 16.882450938799526)","('hope', 16.179357542543432)","('hear', 9.384563289636608)","('high', 20.10128028335639)","('away', 4.296866874193851)","('impact', 4.349159514839852)","('agents', 4.4881856231187065)","('love', 7.8657930709020025)","('house', 12.494370949690314)"
"('business', 4.563421454669135)","('multiple', 16.741193675240375)","('pacific', 16.132499606214477)","('time', 9.350163948271604)","('let', 19.942850236689434)","('world', 4.257208085633723)","('mountains', 4.318368511794118)","('music', 4.4538287076472285)","('get', 7.814801975129901)","('mais', 12.347601209758853)"
"('operation', 4.519591306669914)","('riley', 16.540496241093077)","('southern', 16.098278016323256)","('join', 9.322891873233404)","('forzasardegna', 19.857792196358417)","('want', 4.2531878515638155)","('believe', 4.316123754774099)","('stay', 4.442385727650965)","('pls', 7.738396460098089)","('worldseries', 12.336077749942483)"
"('bangladeshs', 4.517974740710946)","('town', 16.2122064660551)","('ahora', 16.010061736059228)","('find', 9.306331378611079)","('video', 19.8192221109241)","('die', 4.188394002385392)","('cleanup', 4.293307126464606)","('delay', 4.416058702046431)","('cdo', 7.634980337961276)","('weather', 12.279115047684886)"
"('photos', 4.5173867111808725)","('menos', 16.1782736765856)","('costas', 15.968228535243199)","('spread', 9.25700864340808)","('numeri', 19.808127765682773)","('smoke', 4.169293484133713)","('holy', 4.215221952286012)","('offduty', 4.404493129354618)","('stronger', 7.590476075116766)","('hope', 12.271644563679668)"
"('live', 4.493012253648616)","('injuries', 16.12151524436358)","('deja', 15.782777334531847)","('want', 9.197666118232494)","('hospital', 19.75381605224729)","('yet', 4.161567325595627)","('wtf', 4.205784376885709)","('detail', 4.392279308559584)","('one', 7.572424244552388)","('change', 12.226740786009968)"
"('number', 4.487195917756803)","('animogalicia', 16.021610539557155)","('damage', 15.437861869895084)","('tanques', 9.1974374614744)","('hashtag', 19.699671269121396)","('upgrade', 4.126367836733058)","('size', 4.182602776835582)","('arm', 4.384986103546966)","('expect', 7.492886348965359)","('southern', 12.022921153313732)"
"('korban', 4.48686366781442)","('probe', 15.799910517637347)","('bologna', 14.923267842165517)","('afectados', 9.185368070339946)","('damage', 19.587782357263045)","('singapores', 4.114587404281401)","('could', 4.175701992051658)","('three', 4.37496103456844)","('hope', 7.319807888366802)","('work', 11.955567645889126)"
"('cnn', 4.462526463383329)","('speed', 15.785428388947532)","('saigai', 14.586595982984003)","('centros', 9.114001286635464)","('kill', 19.541468792772047)","('persist', 4.060970513384234)","('real', 4.125188799865652)","('reopen', 4.337735523003158)","('con', 7.313764234685707)","('fan', 11.812299586531394)"
"('crack', 4.460227353637075)","('megantic', 15.69372621544971)","('fue', 13.950917240644333)","('far', 9.049398163829135)","('disaster', 19.411764598217705)","('write', 4.0438975082544015)","('decide', 4.109079992141363)","('cali', 4.329575250156298)","('come', 7.284751836961568)","('australias', 11.808893589586871)"
"('video', 4.423226400294641)","('transport', 15.6652996457041)","('alaska', 13.876263175655701)","('tanque', 9.03722908698903)","('already', 19.389608820622513)","('call', 4.021641028620314)","('arrive', 4.074872093247958)","('die', 4.299976922396461)","('slam', 7.273622330570553)","('est', 11.781707718004059)"
"('del', 4.421001544614342)","('maquinista', 15.6587538330872)","('help', 13.784941788162124)","('tonight', 8.978713422327873)","('thoughts', 19.153837798193088)","('dip', 4.016564414181994)","('new', 4.071744801272072)","('alone', 4.294793300531039)","('cause', 7.254198639498265)","('across', 11.761709128258802)"
"('story', 4.394237028309868)","('name', 15.645889341462663)","('update', 13.709957809071048)","('muertos', 8.96350658529329)","('rise', 19.051996672500877)","('hello', 4.011651482930951)","('fly', 4.052038834316515)","('cnn', 4.2868493363079)","('itunes', 7.230830316286421)","('acres', 11.698080790918501)"
"('bdnews', 4.384207047860179)","('picture', 15.583096448700418)","('nicaragua', 13.700619345813326)","('home', 8.940160654418861)","('evacuation', 19.022126504963893)","('stop', 4.003607412045123)","('much', 3.9986417556273226)","('dad', 4.237737652350194)","('mga', 7.220668008754552)","('warn', 11.686438220131537)"
"('derrumbe', 4.3725196351696765)","('tragic', 15.518269374313597)","('watch', 13.61980923809072)","('year', 8.930812797860169)","('weather', 18.980641715246133)","('everyone', 3.967250559587082)","('fragment', 3.9876064346799645)","('coverage', 4.233908253325596)","('cebu', 7.190914025990468)","('series', 11.668142640973612)"
"('nearly', 4.333541895016744)","('zone', 15.45928245094559)","('hasta', 13.366626943986388)","('send', 8.917276282329407)","('photo', 18.96802176820314)","('outside', 3.954446290324496)","('rocket', 3.9617098496620584)","('show', 4.154704415490799)","('filipinos', 7.1403248951778115)","('ticket', 11.45856487067751)"
"('day', 4.271434339818918)","('hope', 15.45075187551306)","('major', 13.276762631808825)","('como', 8.909167065382048)","('deadly', 18.96298857285124)","('friend', 3.952588373282519)","('start', 3.9459095569773988)","('think', 4.124864875195105)","('prayer', 7.103909859358034)","('http', 11.42818583061525)"
"('last', 4.270878049596032)","('night', 15.416385504395707)","('plicas', 13.094845953520403)","('pdvsa', 8.811159899165627)","('leave', 18.791253399652774)","('view', 3.940520178600795)","('explosions', 3.9049551745203663)","('find', 4.115481897558592)","('family', 7.055614217283469)","('wind', 11.41502451001554)"
"('india', 4.253369263941569)","('sad', 15.413949933035449)","('earthquakeph', 13.053705924306932)","('vez', 8.804770996834119)","('state', 18.556085187932393)","('share', 3.853408347659485)","('eaters', 3.893200373505576)","('bayarea', 4.078050871945598)","('show', 7.04976077107094)","('cofire', 11.374694767199088)"
"('miss', 4.205690102080979)","('scene', 15.186815416853667)","('desde', 13.001162899200663)","('horrible', 8.757036816988524)","('areas', 18.522664340534092)","('please', 3.852853126981614)","('century', 3.8759556066101823)","('blog', 4.078050871945598)","('families', 6.990488254641489)","('day', 11.362492215840698)"
"('labor', 4.191361037082299)","('leave', 14.916343467271693)","('hora', 13.00062969964061)","('catch', 8.748735119722557)","('tropical', 18.320976878876895)","('use', 3.831863951465741)","('bigger', 3.8745948945350044)","('king', 4.078050871945598)","('watch', 6.942240092171878)","('break', 11.360202516866062)"
"('haunt', 4.138736456068317)","('one', 14.860512205086488)","('islands', 12.954120026851918)","('day', 8.74263096304376)","('unaccounted', 18.292116788227744)","('guy', 3.820089794251213)","('rock', 3.852167924205343)","('oakland', 4.078050871945598)","('today', 6.878255954358134)","('canyon', 11.15058377708755)"
"('demand', 4.018899012992576)","('story', 14.499200890276729)","('issue', 12.910532974264353)","('make', 8.675044392749136)","('one', 18.29176411241038)","('day', 3.8130128326752817)","('recovery', 3.7882829432047505)","('royalty', 4.078050871945598)","('area', 6.870761546062654)","('denver', 11.040613688381782)"
"('latest', 4.016788635536755)","('ctimas', 14.49437337300539)","('protezione', 12.895797255564835)","('town', 8.638967451585165)","('look', 18.267553045807034)","('american', 3.808735443020445)","('experts', 3.7740063577231964)","('seo', 4.078050871945598)","('least', 6.867057198871974)","('video', 10.986466725024211)"
"('industry', 4.004429068597431)","('scottish', 14.463612042896994)","('reportan', 12.88499423222685)","('presidente', 8.593906560520123)","('rescuers', 18.21567731616856)","('heres', 3.779370628934496)","('take', 3.753862581974354)","('smm', 4.078050871945598)","('bagyong', 6.790838913561804)","('waldo', 10.950805472930154)"
"('brand', 3.892970087745345)","('love', 14.297403926339545)","('time', 12.654828441100214)","('come', 8.568065681953694)","('photos', 18.21280257269836)","('hope', 3.7765876561915386)","('day', 3.738571700299607)","('turnup', 4.078050871945598)","('contribute', 6.786604832721518)","('hundreds', 10.852810319375742)"
"('protesters', 3.882699926333014)","('travel', 14.069907723957684)","('della', 12.60396301250235)","('llamas', 8.43384369379541)","('baha', 17.918048245781243)","('sumatra', 3.699402917526588)","('cnn', 3.7382615285907077)","('vegas', 4.078050871945598)","('volunteer', 6.717138880200967)","('por', 10.78644090042606)"
"('cost', 3.8621224595004655)","('heridos', 14.02077561350837)","('mero', 12.542323099456146)","('really', 8.43183267315437)","('cyclone', 17.831875463468602)","('fall', 3.620803891401295)","('stone', 3.6380524088028694)","('wait', 4.077472034058602)","('kph', 6.695016411289964)","('blue', 10.762564595274549)"
"('edificio', 3.858446505533811)","('visit', 13.981748021919538)","('civile', 12.514375299708988)","('need', 8.416161929711636)","('map', 17.711100207980714)","('open', 3.5961774914848705)","('giant', 3.619923772862484)","('evacuation', 4.019450007601792)","('filipino', 6.590325076096087)","('could', 10.674135230217802)"
"('engineer', 3.8522697853662944)","('tell', 13.932092047836012)","('due', 12.21397849775623)","('dont', 8.375791385025146)","('day', 17.648626463167673)","('hum', 3.5944193833657527)","('haha', 3.6087801740804144)","('send', 4.01690204436406)","('friends', 6.530127322846896)","('great', 10.61163794392124)"
"('help', 3.846764118433522)","('number', 13.784474089644785)","('genes', 12.13915084251648)","('hope', 8.362238391861133)","('work', 17.579742454212422)","('latest', 3.5250688540057054)","('look', 3.6054682499175366)","('checkpoint', 3.9458434390192028)","('see', 6.526971310548922)","('death', 10.581096162236246)"
"('world', 3.8077138710742213)","('three', 13.76833727117)","('break', 12.010744022225932)","('take', 8.303266079787836)","('family', 17.543363153852393)","('nea', 3.4958222480001755)","('officials', 3.576839751979306)","('suicidal', 3.941963562300757)","('move', 6.4483361224664)","('worsen', 10.580414701987696)"
"('walmart', 3.803256752361579)","('service', 13.759084623063627)","('rock', 11.98290912332902)","('word', 8.234761634969393)","('god', 17.42369467075504)","('increase', 3.465905742217862)","('city', 3.5765794618057605)","('area', 3.9207602737742597)","('sendong', 6.4141955714178325)","('call', 10.495321025238395)"
"('savartragedy', 3.7605500173665964)","('critically', 13.71379883047685)","('personas', 11.979768773791553)","('call', 8.173249553778383)","('residents', 17.379876804604397)","('next', 3.4495653557009924)","('almost', 3.5759575556797283)","('move', 3.8971058068081863)","('disaster', 6.374728116896882)","('crew', 10.426397627491818)"
"('primark', 3.7580639730692136)","('descarril', 13.673709971254054)","('scossa', 11.772535080131373)","('mundo', 8.161416639668056)","('open', 17.372107481563344)","('crazy', 3.4477147750300414)","('first', 3.551355101954283)","('gunfire', 3.8949714437628193)","('live', 6.322300336582502)","('air', 10.396905912423048)"
"('free', 3.7548953402960543)","('day', 13.67006265998007)","('near', 11.713060652762355)","('like', 8.130142181847054)","('show', 17.276773670185808)","('old', 3.40853878129256)","('cold', 3.5446807656320054)","('chief', 3.861583943817653)","('december', 6.318542913884419)","('rio', 10.366196671179646)"
"('past', 3.7364706918455717)","('galicia', 13.555307017689962)","('ferrara', 11.667995947787045)","('injuries', 8.127876577298945)","('bundaberg', 17.2623083535377)","('tweet', 3.388172299310207)","('que', 3.543079255433095)","('employees', 3.812720939061207)","('good', 6.302675685400472)","('picture', 10.324709835016527)"
"('worst', 3.6994858404758806)","('show', 13.51232923164625)","('mindanao', 11.666280635439286)","('confirm', 8.10936249956665)","('oil', 17.17176127491568)","('environment', 3.362512950940286)","('clean', 3.5283656657130207)","('right', 3.780046138173455)","('food', 6.259683615122856)","('photos', 10.299838578885433)"
"('house', 3.6942542438185737)","('last', 13.465892268455852)","('numero', 11.541817993129726)","('photos', 8.072961340441477)","('find', 16.989809770485028)","('care', 3.357579359734241)","('bomb', 3.5144208445526344)","('morning', 3.765143624415434)","('damage', 6.25552986998186)","('mountains', 10.265800820143506)"
"('dozens', 3.667823862784534)","('morning', 13.392732759376239)","('rise', 11.532939937091545)","('good', 7.831321653290265)","('near', 16.90231077454053)","('god', 3.3438114394885536)","('fuck', 3.4825198554375594)","('conference', 3.7642616913648483)","('lord', 6.246530870801565)","('brasil', 10.238347916645456)"
